Ano,Regiões,Cód.,População residente,Total de pessoas indígenas declaradas,Pessoas indígenas declaradas,Por cor ou raça,Percentual Branca,Percentual Preta,Percentual Amarela,Percentual Parda,Percentual Indígena
2022,Brasil,76,203080756,1694836,0,435,102,04,453,06
2022,Região Norte,1,17355778,753780,43,207,88,02,672,31
2022,Região Nordeste,2,54657621,529128,10,267,13,01,596,06
2022,Região Sudeste,3,84840113,123434,01,499,106,07,387,01
2022,Região Sul,4,29937706,88341,03,726,50,04,217,03
2022,Região Centro-Oeste,5,16289538,200153,12,370,91,04,524,10
